assessment_number;brand_name;active_substance;disease_area;indication;gba_procedure_start_date;gba_first_resolution_date;gba_current_resolution_date;bundled_assessment;undergone_reevaluation;indication_label;subpopulation;patient_population_min;patient_population_max;patient_population_avg;appropriate_comparative_therapy;additional_benefit;applicant_company;assessment_status;full_assessment_status;assessment_type;gba_orphan_drug_status_during_evaluation;therapeutic_area;additional_benefit_best_subpopulation;endpoints;study_design;procedure_number;study_comparator
631;Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, combination with ipilimumab and platinum-based chemotherapy, first-line;2020-12-15;2021-06-03;2021-06-03;No;No;Opdivo is indicated in combination with ipilimumab and 2 cycles of platinum-based chemotherapy for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) in adults whose tumors do not have a sensitizing EGFR mutation or ALK translocation.;"b) Adult patients with metastatic non-small cell lung cancer (NSCLC) with a Tumor Proportion Score [TPS] of < 50% (PD-L1 expression) and without EGFR mutations or ALK translocations; first-line treatment";10630.0;11500.0;11065.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except for predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for patients with non-squamous histology) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for patients with squamous histology)";Minor additional benefit;Bristol-Myers Squibb Pharma EEIG;Valid;Valid;New application area;No;Oncology;Minor additional benefit;Overall Survival, Disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Health status according to EQ-5D-VAS, Adverse events;"CA209-9LA:  
Randomized controlled trial, open, parallel";2020-12-15-D-628;"CA209-9LA:  
Platinum-based chemotherapy"
694;Tecentriq;atezolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, PD-L1 expression ≥ 50 % on TC or ≥ 10 % on IC, EGFR/ALK-negative, first-line;2021-06-01;2021-11-19;2021-11-19;No;No;Tecentriq as monotherapy is used in adult patients for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) whose tumors have PD-L1 expression ≥ 50% of tumor cells (tumor cells, TC) or ≥ 10 % in tumor-infiltrating immune cells (IC) and who do not have EGFR (epidermal growth factor receptor) mutations or ALK (anaplastic lymphoma kinase)-positive NSCLC.;"b) Adults with metastatic non-small cell lung cancer (NSCLC) whose tumors have PD-L1 expression < 50% of tumor cells and PD-L1 expression ≥ 10% in tumor-infiltrating immune cells and who do not have EGFR mutations or ALK-positive NSCLC; first line";580.0;650.0;615.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except for predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for adults with non-squamous histology) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for adults with squamous histology) or
- monotherapy with gemcitabine or vinorelbine (only for adults with ECOG performance status 2 as an alternative to platinum-based combination treatment)";No additional benefit;Roche Pharma AG;Valid;Valid;New application area;No;Oncology;No additional benefit;Overall Survival, Investigator-assessed PFS (RECIST v1.1), Investigator-assessed ORR (RECIST v1.1), Investigator-assessed DOR (RECIST v1.1), Investigator-assessed OS and PFS (RECIST v1.1) using SP263 IHC assay, OS rate at 1 and 2 years, Patient-reported outcomes (EORTC QLQ-C30 and EORTC QLQ-LC13), Adverse events, Immunogenicity, Investigator-assessed OS and PFS (RECIST v1.1) using 22C3 PD-L1 IHC assay, PFS rate at 6 months and 1 year, OS rate at 3 years, Subgroup analyses for investigator-assessed OS and PFS (RECIST v1.1), Health status assessed by EQ-5D-3L;"IMpower110:  
Phase III, Randomized controlled trial, open, active-controlled, parallel, multicenter";2021-06-01-D-671;"IMpower110:  
Platinum-based chemotherapy"
288;Mekinist;trametinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, BRAF V600 mutation;2017-05-01;2017-10-19;2017-10-19;No;No;Trametinib (Mekinist®) in combination with dabrafenib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600 mutation.;2a) Patients with previous treatment for whom therapy with docetaxel or pemetrexed is indicated;40.0;220.0;130.0;Docetaxel or pemetrexed;No additional benefit;Novartis Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;FEV1, asthma symptoms, exacerbations, health-related quality of life, adverse events;"Study 1:  
RCT (Randomized Controlled Trial), double-blind, parallel";2017-05-01-D-284;Study 1: Active comparative therapy: Platinum-based chemotherapy (e.g., cisplatin or carboplatin in combination with a third-generation cytostatic)
1026;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, adjuvant therapy, after prior chemotherapy;2024-05-01;2024-10-17;2024-10-17;No;No;Keytruda is indicated as a monotherapy for the adjuvant treatment of non-small cell lung cancer with a high risk of recurrence after complete resection and platinum-based chemotherapy in adults.;Adults with non-small cell lung cancer with a high risk of recurrence after complete resection and platinum-based chemotherapy - adjuvant treatment;2690.0;3200.0;2945.0;Observant waiting;No additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Disease-Free Survival, Overall Survival, Side Effects, Disease Symptomatology and Health Status (Symptom scales EORTC QLQ-C30, EORTC QLQ-LC13 and EQ-5D VAS), Health-Related Quality of Life (Function Scales EORTC QLQ-C30);"KEYNOTE 091:  
Randomized, placebo-controlled, Phase III clinical study with parallel groups";2024-05-01-D-1058;"KEYNOTE 091:  
Placebo"
713;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutations, adjuvant therapy;2021-07-01;2021-12-16;2021-12-16;No;No;TAGRISSO is indicated as monotherapy for adjuvant treatment after complete tumor resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumors have mutations of the epidermal growth factor receptor (EGFR) as deletion in exon 19 or substitution mutation in exon 21 (L858R);b) Adults with stage IB-IIIA non-small cell lung cancer (NSCLC) with exon 19 deletion or exon 21 substitution (L858R) of the epidermal growth factor receptor (EGFR) for adjuvant treatment after complete tumor resection, after prior adjuvant platinum-based chemotherapy or who are not suitable for this.;640.0;930.0;785.0;Observational waiting;Non-quantifiable additional benefit;AstraZeneca GmbH;Valid;Valid;New application area;No;Oncology;Non-quantifiable additional benefit;disease‐free survival, overall survival, time to first subsequent therapy, time to second subsequent therapy, progression‐free survival, SF-36, adverse events;"ADAURA (D5164C00001):  
Randomized Controlled Trial (RCT), double-blind, parallel, crossover[a]";2021-07-01-D-701;"ADAURA (D5164C00001):  
Placebo"
44;Xalkori;crizotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, pre-treated patients;2012-11-15;2013-05-02;2013-05-02;No;No;XALKORI is used in adults for the treatment of pretreated anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC).;b) Patients for whom chemotherapy is not indicated.;140.0;140.0;140.0;Best supportive care (BSC) for the treatment of patients for whom chemotherapy is not indicated (this may particularly include patients with ECOG performance status 4, 3, and possibly 2).;No additional benefit;Pfizer Pharma GmbH;Repealed;Repealed;First indication;No;Oncology;Considerable additional benefit;Progression-Free Survival, Overall Survival, Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), Disease Control Rate (DCR), 6-Month Survival Probability, 1-Year Survival Probability, Adverse Events, Patient Reported Outcomes (PRO);"NCT00932893:  
RCT (Randomized Controlled Trial), open, multicenter, multinational, two-arm, Phase III, efficacy and safety study";2012-11-15-D-040;"NCT00932893:  
Pemetrexed, Docetaxel"
1129;Rybrevant;amivantamab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer (NSCLC), EGFR mutations, pre-treated, combination with carboplatin and pemetrexed;2025-02-01;2025-07-15;2025-07-15;No;No;;;;;;;;Janssen-Cilag GmbH;In progress;In progress;New application area;No;Oncology;;;;;
264;Zykadia;ceritinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2016-10-01;2015-12-17;2017-03-16;No;Yes;Zykadia is used in adult patients for the treatment of advanced, anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC) who have been pretreated with crizotinib.;1) Patients who are eligible for treatment with docetaxel or pemetrexed;100.0;450.0;275.0;Docetaxel or pemetrexed;Considerable additional benefit;Novartis Pharma GmbH;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Considerable additional benefit;Progression-free survival, Overall survival, Tumor response (ORR, DCR, time to first response, duration of response), Intracranial tumor response (OIRR, IDCR, duration of intracranial response), Safety, Patient-reported outcomes: EORTC-QLQ-C30, EORTC-QLQ-LC13, LCSS, EQ-5D;"ASCEND-5:  
Randomized controlled Phase III study open parallel";2016-10-01-D-259;"ASCEND-5:  
Chemotherapy"
1096;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutations, adjuvant therapy;2024-07-01;2021-12-16;2024-12-19;No;No;Tagrisso is indicated as monotherapy for the adjuvant treatment following complete tumor resection in adult patients with non-small cell lung cancer (NSCLC) at stages IB-IIIA, whose tumors exhibit epidermal growth factor receptor (EGFR) mutations, specifically a deletion in exon 19 or a substitution mutation in exon 21 (L858R).;b) Adults with NSCLC at stages IB-IIIA with an exon 19 deletion or exon 21 substitution (L858R) of the epidermal growth factor receptor (EGFR) for adjuvant treatment following complete tumor resection, after prior adjuvant platinum-based chemotherapy, or for those who are not suitable for such chemotherapy.;640.0;930.0;785.0;Watchful waiting;Major additional benefit;AstraZeneca GmbH;Valid;Valid;New application area;No;Oncology;Major additional benefit;Disease-free survival, Overall survival, Time to first subsequent therapy, SF-36, Adverse events;"ADAURA (D5164C00001):
crossover, double-blind, parallel, RCT (Randomized Controlled Trial)";2024-07-01-D-1077;"ADAURA (D5164C00001):  
Placebo"
464;Lorviqua;lorlatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, pre-treated patients;2019-06-01;2019-11-22;2019-11-22;No;No;"Lorviqua as monotherapy, is used to treat adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) whose disease has progressed after: Alectinib or ceritinib as first-line ALK tyrosine kinase inhibitor (TKI) therapy; or crizotinib and at least one other ALK TKI.";"b) Patients with ALK-positive, advanced NSCLC whose disease has progressed after alectinib or ceritinib as first ALK-TKI therapy or crizotinib and at least one other ALK-TKI; for whom further antineoplastic systemic therapy is not an option";40.0;250.0;145.0;Best supportive care (BSC);No additional benefit;Pfizer Pharma GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;;;2019-06-01-D-451;
259;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, after prior chemotherapy;2016-08-15;2017-02-02;2017-02-02;No;No;KEYTRUDA is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with PD-L1-expressing tumors in adults who have previously undergone chemotherapy. Patients with EGFR- or ALK-positive tumor mutations should have received an approved therapy for these mutations prior to treatment with KEYTRUDA.;2) Patients for whom treatment with docetaxel, pemetrexed and nivolumab is not indicated;8600.0;13500.0;11050.0;Best supportive care (BSC);No additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Overall survival, Progression-free survival, Disease symptomatology, Health-related quality of life, Adverse events;"KEYNOTE 010:
active-controlled, multicenter, open-label, parallel, Phase II/III, RCT (Randomized Controlled Trial)";2016-08-15-D-251;"KEYNOTE 010:  
Docetaxel"
918;Lumykras;sotorasib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, KRAS G12C mutation, ≥ 1 previous therapy;2023-02-01;2022-08-04;2023-08-03;No;Yes;Lumykras is used as monotherapy for the treatment of adults with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation in whom progression has been observed after at least one previous systemic therapy.;c1) Adults with advanced non-small cell lung cancer (NSCLC) with KRAS p.G12C mutation after first-line therapy with a PD-1/PD-L1 antibody in combination with platinum-containing chemotherapy or after sequential therapy with a PD-1/PD-L1 antibody and platinum-containing chemotherapy. Adults for whom docetaxel is the appropriate therapy for the individual patient;420.0;910.0;665.0;Patient-specific therapy, taking into account previous therapy and histology, with a choice of afatinib, pemetrexed, erlotinib, docetaxel, docetaxel in combination with ramucirumab, docetaxel in combination with nintedanib and vinorelbine.;Non-quantifiable additional benefit;Amgen Europe B.V.;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Non-quantifiable additional benefit;"Progression-Free Survival, Overall Survival, Objective Response Rate, Symptomatology and Health-Related Quality of Life (EORTC QLQ-C30; EORTC QLQ-LC13; EQ-5D-5L), Duration of Response, Time to Response, Disease Control Rate, Safety and Tolerability, Pharmacokinetics, PFS2, CNS Recurrence, PFS (Investigator-assessed), Biomarker Expression, PRO-CTCAE, FACT-G GP5, PGI-S, PGI-C, BPI-SF";"CodeBreak 200:  
Randomized, open-label, parallel, multicenter, active-controlled Phase III clinical study";2023-02-01-D-913;CodeBreak 200:
1082;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, neoadjuvant and adjuvant therapy, monotherapy or combination with platinum-based chemotherapy;2024-05-01;2024-10-17;2024-10-17;No;No;Keytruda is indicated in combination with platinum-based chemotherapy for neoadjuvant treatment and subsequently as monotherapy for adjuvant treatment of resectable non-small cell lung cancer with a high risk of recurrence in adults.;a) Adults with resectable non-small cell lung cancer with tumor cell PD-L1 expression ≥ 1% with high recurrence risk - neoadjuvant and adjuvant therapy;3240.0;3680.0;3460.0;"Neoadjuvant treatment:
Nivolumab in combination with a platinum-based therapy
Followed by adjuvant treatment:
Best supportive care (BSC)";No additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Disease-free survival, Overall survival, Adverse events, Disease symptomatology and health status (EORTC QLQ-C30, EORTC QLQ-LC13, and EQ-5D VAS), Health-related quality of life (EORTC QLQ-C30 functional scales);"KEYNOTE 091:  
Randomized, placebo-controlled, Phase III clinical study with parallel groups";2024-05-01-D-1059;"KEYNOTE 091:
Placebo"
1082;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, neoadjuvant and adjuvant therapy, monotherapy or combination with platinum-based chemotherapy;2024-05-01;2024-10-17;2024-10-17;No;No;Keytruda is indicated in combination with platinum-based chemotherapy for neoadjuvant treatment and subsequently as monotherapy for adjuvant treatment of resectable non-small cell lung cancer with a high risk of recurrence in adults.;b) Adults with resectable non-small cell lung cancer with tumor cell PD-L1 expression < 1% with high recurrence risk - neoadjuvant and adjuvant therapy;1850.0;2100.0;1975.0;"Patient-specific therapy with selection of
 - preoperative (neoadjuvant) systemic chemotherapy with selection of
 - Cisplatin in combination with a third-generation cytostatic (Vinorelbine or Gemcitabine or Docetaxel or Paclitaxel or Pemetrexed)
  and
 - Carboplatin in combination with a third-generation cytostatic (Vinorelbine or Gemcitabine or Docetaxel or Paclitaxel or Pemetrexed) and
 - simultaneous chemoradiotherapy with platinum-based (Cisplatin or Carboplatin) combination chemotherapy.
 considering the tumor stage, tumor histology, the presence of a Pancoast tumor, and the feasibility of an R0 resection, as well as the prerequisites for the use of Carboplatin.
 Followed by adjuvant treatment:
 Best supportive care (BSC).";No additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Disease-free survival, Overall survival, Adverse events, Disease symptomatology and health status (EORTC QLQ-C30, EORTC QLQ-LC13, and EQ-5D VAS), Health-related quality of life (EORTC QLQ-C30 functional scales);"KEYNOTE 091:  
multicenter, Phase III, placebo-controlled, Randomized, triple-blind";2024-05-01-D-1059;"KEYNOTE 091:  
Placebo"
494;Tecentriq;atezolizumab;Non-small cell lung cancer (NSCLC);"NSCLC, non-squamous, first-line, combination with bevacizumab, paclitaxel and carboplatin; maintenance therapy";2019-10-01;2020-04-02;2020-04-02;No;No;Tecentriq is used in combination with bevacizumab, paclitaxel and carboplatin in adult patients for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) with non-squamous histology. In patients with EGFR mutations or ALK-positive NSCLC, Tecentriq in combination with bevacizumab, paclitaxel and carboplatin is only to be used after failure of the corresponding targeted therapies.;"a) Adults with metastatic non-small cell lung cancer with non-squamous histology and a Tumor Proportion Score [TPS] of ≥ 50% (PD-L1 expression) and without EGFR mutations or ALK translocations; first-line therapy";2320.0;2640.0;2480.0;Pembrolizumab as monotherapy;No additional benefit;Roche Pharma AG;Valid;Valid;New application area;No;Oncology;No additional benefit;Overall Survival, Progression-Free Survival (RECIST v1.1), Objective Response Rate (RECIST v1.1), Duration of Response (RECIST v1.1), EORTC Quality of Life Questionnaire-Core 30, EORTC Quality of Life Questionnaire-Lung Cancer Module 13, EQ-5D Visual Analogue Scale, Adverse Events;"IMpower150:
active-controlled, multicenter, open-label, parallel, Phase III, RCT";2019-10-01-D-473;"IMpower150:  
Carboplatin + Paclitaxel + Bevacizumab"
1100;Alecensa;alectinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, high risk of recurrence, adjuvant therapy;2024-07-15;2025-01-16;2025-01-16;No;No;Alecensa is used as monotherapy for the adjuvant treatment of adult patients with ALK-positive NSCLC at high risk of recurrence following complete tumor resection.;b) Adults with ALK-positive NSCLC at high risk of recurrence for adjuvant treatment after complete tumor resection following prior adjuvant platinum-based chemotherapy or who are not eligible for such treatment.;230.0;452.0;341.0;Watchful waiting;No additional benefit;Roche Pharma AG;Valid;Valid;New application area;No;Oncology;Major additional benefit;"DFS (investigator-assessed), Overall Survival, DFS rates (after 3, 4, and 5 years), Localization of the first recurrence or a new primary NSCLC, CNS-DFS, PRO: SF-36v2 and EQ5D VAS, Pharmacokinetics, Biomarker, Adverse events; laboratory parameters, vital signs, ECG";"ALINA:  
Phase III; RCT (Randomized Controlled Trial), open, parallel, multicenter";2024-07-15-D-1079;"ALINA:  
Platinum-based chemotherapy"
289;Tafinlar;dabrafenib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, BRAF V600 mutation, combination with trametinib;2017-05-01;2017-10-19;2017-10-19;No;No;Dabrafenib (Tafinlar®) in combination with trametinib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600 mutation.;2b) Patients with previous treatment for whom therapy with docetaxel and pemetrexed is not indicated;80.0;350.0;215.0;Best supportive care (BSC);No additional benefit;Novartis Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;FEV1, asthma symptoms, exacerbations, health-related quality of life, adverse events;"Study 1:  
double-blind, parallel, Randomized Controlled Trial (RCT)";2017-05-01-D-285;"Study 1:
Placebo"
170;Giotrif;afatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutation, EGFR-TKI-naïve patients;2015-05-15;2014-05-08;2015-11-05;No;Yes;GIOTRIF as monotherapy is used to treat EGFR-TKI-naïve adult patients with locally advanced and/or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutations.;1a) Non-pretreated patients with ECOG performance status 0 or 1. Patient group with EGFR mutation Del19;1530.0;3590.0;2560.0;"- Gefitinib or erlotinib or
- cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed), taking into account the approval status, or
- carboplatin in combination with a third-generation cytostatic (only for patients with an increased risk of cisplatin-induced side effects in the context of combination therapy";Major additional benefit;Boehringer Ingelheim Pharma GmbH & Co. KG;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Major additional benefit;progression‑free survival, overall survival, objective response rate, symptomatology (EORTC QLQ‑C30, EORTC QLQ‑LC13), health‑related quality of life (EORTC QLQ‑C30, EQ‑5D), adverse events;"LUX-Lung 3 (NCT00949650):  
Randomized controlled trial (RCT), open, parallel, active controlled, Phase III study, multicentric (multinational).  

LUX-Lung 6 (NCT01121393):  
RCT, open, parallel, active controlled, Phase III study, multicentric (oligonational).";2015-05-15-D-163;"LUX-Lung 3 (NCT00949650):  
Cisplatin + Pemetrexed  

LUX-Lung 6 (NCT01121393):  
Cisplatin + Gemcitabine"
1134;Braftovi;encorafenib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, advanced, BRAF V600E mutation, combination with binimetinib;2024-10-01;2025-03-20;2025-03-20;No;No;Encorafenib in combination with Binimetinib is used in adult patients with advanced non-small cell lung cancer (NSCLC) with a BRAF V600E mutation.;"a) Adults with advanced non-small cell lung cancer (NSCLC) with PD-L1 expression ≥ 50% and a BRAF V600E mutation; first-line therapy";31.0;102.0;67.0;"− Dabrafenib in combination with trametinib, or
− pembrolizumab as monotherapy, or
− atezolizumab as monotherapy, or
− cemiplimab as monotherapy, or
− nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0–1), or
− pembrolizumab in combination with pemetrexed and platinum-based chemotherapy (only for patients with ECOG PS 0–1), or
− atezolizumab in combination with bevacizumab, paclitaxel, and carboplatin (only for patients with ECOG PS 0–1), or
− atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0–1), or
− cemiplimab in combination with platinum-based chemotherapy (only for patients with ECOG PS 0–1), or
− durvalumab in combination with tremelimumab and platinum-based chemotherapy (only for patients with ECOG PS 0–1).";No additional benefit;Pierre Fabre Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;;;2024-10-01-D-1114;
1165;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutations, after platinum-based radiochemotherapy;2025-01-15;2025-07-01;2025-07-01;No;No;;;;;;;;AstraZeneca GmbH;In progress;In progress;New application area;No;Oncology;;;;;
952;Libtayo;cemiplimab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, first-line, PD-L1 expression ≥ 1%, combination with platinum-based chemotherapy;2023-05-01;2023-10-19;2023-10-19;No;No;"Libtayo is indicated in combination with platinum-based chemotherapy for the first-line treatment of adult patients with NSCLC that expresses PD-L1 (in ≥ 1% of tumor cells) and has no EGFR, ALK or ROS1 aberrations. The treatment is intended for:
- Patients with locally advanced NSCLC who are not candidates for definitive radiochemotherapy, or
- Patients with metastatic NSCLC";"a) Adults with locally advanced or metastatic NSCLC with PD-L1 expression ≥ 50% without EGFR, ALK or ROS1 aberrations; first-line therapy";4860.0;6680.0;5770.0;"- Pembrolizumab as monotherapy or
- atezolizumab as monotherapy or
- cemiplimab as monotherapy or
- nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0-1) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for patients with ECOG PS 0-1 and squamous NSCLC) or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with bevacizumab, paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC)";No additional benefit;Sanofi-Aventis Deutschland GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Overall Survival, Progression-Free Survival, Objective Response Rate, Duration of Response, Patient-reported HRQoL using EORTC QLQ-C30 and EORTC QLQ-LC13, Adverse Events;"R2810-ONC-16113, Part 2:  
active-controlled, double-blind, multicenter, parallel, Phase III, Randomized";2023-05-01-D-935;"R2810-ONC-16113, Part 2:  
Placebo/CTx (Platinum-based chemotherapy)"
770;Gavreto;pralsetinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, non-small cell, RET-fusion+;2021-12-15;2022-06-16;2022-06-16;No;No;Gavreto is used as monotherapy for the treatment of adult patients with rearranged-during-transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) who have not previously been treated with a RET inhibitor.;"a) Adults with RET fusion-positive, advanced non-small cell lung cancer (NSCLC) with PD-L1 expression ≥ 50% of tumor cells; first-line therapy";30.0;90.0;60.0;Pembrolizumab as monotherapy;No additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;No additional benefit;Determination of the MTD, Determination of the RP2D, Evaluation of safety and tolerability, Determination of the ORR, Pharmacokinetics, Pharmacodynamics, Antineoplastic activity, DOR, CBR, DCR, PFS, OS, Changes in patient-reported outcomes;"ARROW:  
Multicenter, international, single-arm, open-label Phase I/II study

";2021-12-15-D-757;ARROW: Since this is a single-arm study, there is no direct comparator arm or study comparator.
262;Xalkori;crizotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ROS1+;2016-10-01;2017-03-16;2017-03-16;No;No;XALKORI is used in adults for the treatment of ROS1-positive, advanced non-small cell lung cancer (NSCLC);2a) Previously treated patients with ROS1-positive, advanced non-small cell lung cancer (NSCLC). Patients who are eligible for treatment with docetaxel or pemetrexed;90.0;190.0;140.0;Docetaxel or pemetrexed;No additional benefit;Pfizer Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Objective Response Rate (ORR), Disease Control Rate (DCR), Duration of Response (DR), Time to Tumor Response (TTR), Progression-Free Survival (PFS), Time to Tumor Progression (TTP), Overall Survival (OS), Pharmacokinetics, Adverse Events, Health-Related Quality of Life (EORTC QLQ-C30 and EORTC QLQ-LC13), Changes in Laboratory Parameters, Adverse Events (Grade 3, 4 or 5), Survival Status (deceased/alive);Both Indication A and Indication B studies included in the dossier show heterogeneous designs. For Indication A, the designs comprise single-arm open studies and randomized controlled studies, while for Indication B, retrospective cohort studies were conducted. These details are documented in the corresponding tables and text sections (e.g., Table 4-36, 4-37).;2016-10-01-D-261;"Indication A:  
Carboplatin + Pemetrexed  
Cisplatin + Pemetrexed  

Indication B:  
Docetaxel  
Pemetrexed"
806;Lorviqua;lorlatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, first-line;2022-03-01;2022-09-01;2022-09-01;No;No;Lorviqua as monotherapy is used to treat adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) who have not previously been treated with an ALK inhibitor.;As area of application according to approval;390.0;1310.0;850.0;"- Alectinib or
- brigatinib";No additional benefit;Pfizer Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;;;2022-03-01-D-792;
547;Alunbrig;brigatinib;Non-small cell lung cancer (NSCLC);NSCLC, ALK+, ALK-inhibitor-naive patients;2020-05-01;2020-10-15;2020-10-15;No;No;Alunbrig is indicated as monotherapy in adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) who have not previously been treated with an ALK inhibitor.;a) Adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer with brain metastases who have not previously been treated with an ALK inhibitor;420.0;910.0;665.0;"- Crizotinib or
- alectinib";Considerable additional benefit;Takeda GmbH;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Progression‐free survival assessed by BIRC, Tumor response assessed by BIRC (ORR, duration of response, time to response, disease control rate), Intracranial tumor response assessed by BIRC, Intracranial progression‐free survival assessed by BIRC, Overall survival, Safety and tolerability;"ALTA-1L:  
controlled, open-label, parallel, multicenter, phase III study";2020-05-01-D-542;"ALTA-1L:  
Crizotinib"
